cases,developers,a_popularity_group,message_length_avg_better,refactor_mle_avg_better,commit_hours_better,message_length_avg_same,commit_hours_same,owned_repository_avg_better,files_edited_avg_better,ccp_avg_better,same_date_duration_avg_avg_better,commit_period_avg_better,commit_days_avg_better
13334,143,Low,0,1,0,0,0,1,1,1,1,0,0
681,147,Low,0,0,0,0,0,1,0,0,0,0,0
2158,403,Low,1,1,1,0,1,1,1,1,1,1,1
9095,150,Low,1,1,1,0,0,1,1,1,0,0,1
6289,152,Low,0,1,0,0,0,1,0,1,1,1,0
929,153,Low,1,0,0,0,0,1,0,1,0,0,0
525,153,Low,1,0,0,0,0,1,0,0,0,0,0
6178,154,Low,1,1,0,0,0,1,0,1,1,1,0
1469,163,Low,1,0,1,0,0,1,1,0,1,1,1
2477,163,Low,1,1,0,0,0,1,0,0,0,0,0
9094,163,Low,0,1,1,0,0,1,1,1,0,0,1
1678,164,Low,0,0,1,0,0,1,1,1,1,1,1
1562,165,Low,1,0,1,0,0,1,1,1,0,1,1
1488,169,Low,0,0,0,0,0,1,0,1,1,1,0
1082,172,Low,0,0,1,0,0,1,1,0,0,1,1
2969,175,Low,1,1,1,0,0,1,1,0,0,0,1
1598,176,Low,0,1,0,0,0,1,0,0,1,0,0
1510,181,Low,1,1,1,0,1,1,1,1,0,1,1
9316,187,Low,1,1,0,0,0,1,0,1,0,0,0
773,190,Low,1,1,1,1,1,1,1,1,0,1,1
2055,193,Low,0,1,1,0,0,1,1,0,1,1,1
589,194,Low,1,0,0,0,0,1,0,0,1,0,0
1824,195,Low,0,0,1,0,0,1,1,1,0,1,1
1694,195,Low,0,1,1,0,1,1,1,1,0,1,1
2304,202,Low,1,1,0,0,0,1,0,0,1,0,0
970,211,Low,1,0,0,0,0,1,0,1,1,0,0
774,217,Low,0,0,0,0,0,1,0,0,1,0,0
2552,220,Low,0,0,0,0,0,1,0,1,0,0,0
2137,480,Low,1,1,1,1,1,1,1,1,1,1,1
11649,231,Low,0,1,0,0,0,1,0,1,0,0,0
10033,237,Low,0,1,1,0,0,1,1,1,1,1,1
12421,238,Low,1,1,0,0,0,1,0,1,1,0,0
10038,239,Low,1,1,1,0,0,1,1,1,1,1,1
1553,248,Low,1,0,1,0,0,1,1,0,0,1,1
1,1,High,1,1,1,0,0,0,0,0,0,1,0
1,1,High,1,1,1,0,0,0,1,1,1,0,1
1,1,High,1,0,1,0,1,0,1,0,1,1,1
1,1,High,1,1,1,0,0,0,1,1,0,0,0
1,1,High,0,0,1,0,0,0,1,0,1,1,1
1,1,High,0,1,0,0,0,0,0,1,1,0,1
1,1,High,0,0,0,0,0,0,0,0,1,0,1
1,1,High,1,1,1,0,0,0,0,0,1,1,1
1,1,High,1,0,1,0,1,0,0,1,0,0,0
1,1,High,1,1,1,1,0,1,1,1,1,1,0
1,1,High,0,0,1,0,0,0,1,0,1,0,1
1,1,High,0,0,1,0,0,0,1,1,1,0,0
1,1,High,1,1,0,0,0,0,0,0,1,0,1
1,1,High,0,1,1,0,0,0,0,0,1,0,1
1,1,High,1,0,1,0,1,0,1,0,0,1,1
1,1,High,1,1,1,1,1,1,0,1,1,0,0
1,1,High,1,1,1,0,0,0,0,0,0,0,1
1,1,High,0,1,1,0,0,0,1,1,1,0,1
1,1,High,1,1,0,0,0,0,1,1,1,0,0
1,1,High,0,0,0,0,0,0,1,0,1,1,0
1,1,High,0,0,0,0,0,0,0,0,1,1,0
1,1,High,1,1,1,0,1,0,0,0,0,0,1
1,1,High,0,0,1,0,1,0,1,0,1,0,1
1,1,High,1,1,1,0,1,0,1,1,1,0,1
1,1,High,1,1,1,0,0,0,1,0,1,1,1
1,1,High,1,0,1,0,0,0,1,1,1,1,1
1,1,High,1,0,1,0,1,0,0,0,1,1,0
1,1,High,1,1,0,1,0,1,0,1,0,0,1
1,1,High,0,0,0,0,0,0,0,0,0,0,0
1,1,High,1,1,1,1,0,1,1,1,1,0,0
1,1,High,1,0,1,0,0,0,0,0,0,1,1
1,1,High,0,0,0,0,0,0,0,0,1,1,1
1,1,High,1,0,1,0,0,0,1,1,0,0,1
1,1,High,0,1,0,0,0,0,1,1,1,1,1
1,1,High,1,0,0,0,0,0,1,1,0,0,0
1,1,High,0,1,0,0,0,0,1,1,1,0,1
1,1,High,1,1,1,0,1,0,0,0,0,1,1
1,1,High,0,1,1,0,1,0,1,1,1,0,1
2,1,High,1,0,1,0,0,0,1,0,1,0,1
1,1,High,0,0,0,0,0,0,1,1,1,1,0
1,1,High,1,0,1,0,0,0,0,0,0,1,0
1,1,High,1,1,1,0,1,0,0,0,0,1,0
1,1,High,1,1,1,0,1,0,1,0,1,0,1
1,1,High,1,1,1,0,1,0,1,1,0,0,1
1,1,High,1,0,0,0,0,0,0,0,0,1,0
1,1,High,1,1,1,0,0,0,1,0,0,0,0
1,1,High,0,1,0,0,0,0,0,1,1,1,0
1,1,High,1,1,1,0,0,0,0,1,0,1,0
1,1,High,1,1,1,0,0,0,1,0,0,1,0
1,1,High,1,1,1,0,1,0,0,0,0,0,0
1,1,High,1,1,1,1,1,1,0,1,1,1,0
1,1,High,0,0,1,0,1,0,0,1,1,0,0
1,1,High,1,0,1,0,1,0,0,0,0,0,0
1,1,High,1,0,0,0,0,0,1,0,1,1,1
1,1,High,0,0,0,0,0,0,1,1,0,1,0
1,1,High,1,0,1,0,0,0,0,0,1,0,1
1,1,High,1,1,1,1,1,1,1,1,1,0,1
1,1,High,1,1,1,0,1,0,1,0,0,0,0
1,1,High,0,0,0,0,0,0,0,0,1,0,0
1,1,High,1,0,0,0,0,0,1,1,0,1,1
1,1,High,1,1,0,0,0,0,1,0,0,1,0
1,1,High,0,0,1,0,0,0,1,1,0,1,1
1,1,High,0,1,1,0,0,0,1,0,1,1,0
1,1,High,1,0,1,0,1,0,1,1,1,1,1
1,1,High,0,1,1,0,1,0,0,0,0,1,0
2,1,High,0,1,1,0,0,0,1,1,1,1,1
1,1,High,1,1,1,0,1,0,1,1,0,1,1
1,1,High,0,0,1,0,0,0,1,1,1,1,1
1,1,High,0,0,0,0,0,0,1,1,1,0,0
1,1,High,1,1,1,0,0,0,0,1,1,1,0
6,1,High,1,1,0,1,0,1,1,1,1,1,1
1,1,High,0,0,0,0,0,0,1,0,0,0,0
1,1,High,1,1,1,1,1,1,1,1,1,0,0
2,1,High,1,1,0,1,0,1,1,1,1,0,1
1,1,High,1,1,0,0,0,0,0,0,0,0,1
1,1,High,1,0,0,0,0,0,0,0,1,1,0
1,1,High,1,1,0,0,0,0,1,0,1,1,0
1,1,High,0,0,1,0,0,0,0,1,1,0,1
1,1,High,0,0,1,0,0,0,0,0,0,1,0
1,1,High,1,0,1,0,0,0,0,0,0,0,0
1,1,High,0,0,1,0,0,0,0,1,1,1,0
1,1,High,1,1,1,1,0,1,0,1,1,1,0
1,1,High,1,0,1,0,0,0,1,0,0,0,1
1,1,High,1,1,0,0,0,0,1,0,0,1,1
1,1,High,1,1,1,1,1,1,0,1,0,0,1
1,1,High,0,1,1,0,0,0,1,0,0,0,1
1,1,High,0,1,1,0,0,0,0,0,1,0,0
3,2,High,1,1,1,1,1,1,1,1,1,1,0
2,2,High,1,1,0,1,0,1,0,1,1,1,1
2,2,High,1,1,1,0,0,0,0,1,0,0,1
4,2,High,1,1,0,0,0,0,0,1,0,1,0
2,2,High,1,1,1,1,1,1,0,1,1,0,1
3,2,High,1,1,1,0,1,0,1,1,1,1,1
2,2,High,1,1,1,1,1,0,1,1,1,1,1
2,2,High,0,0,0,0,0,0,1,1,0,0,0
8,2,High,1,1,0,1,0,1,1,1,1,0,0
2,2,High,1,1,0,1,0,1,0,1,1,0,1
2,2,High,1,1,0,0,0,0,0,1,1,1,0
3,2,High,0,1,1,0,0,0,1,0,0,1,1
3,2,High,1,1,1,0,0,0,1,0,0,0,1
3,2,High,1,0,0,0,0,0,0,1,0,1,0
2,2,High,1,0,0,0,0,0,1,0,0,0,0
7,2,High,1,1,1,1,0,1,0,1,0,0,1
2,2,High,0,0,1,0,0,0,1,1,0,0,1
2,2,High,1,0,0,0,0,0,1,0,1,1,0
3,2,High,1,1,1,1,0,1,0,1,0,1,0
3,2,High,1,1,1,0,0,0,0,1,1,1,1
2,2,High,0,1,1,0,0,0,1,1,0,0,1
2,2,High,1,1,1,0,1,0,0,0,1,0,0
2,2,High,1,1,1,0,0,0,0,0,0,1,1
2,2,High,0,1,0,0,0,0,1,0,1,1,0
2,2,High,0,0,0,0,0,0,1,0,1,1,1
2,2,High,1,1,1,1,0,1,1,1,1,0,1
3,2,High,1,1,1,0,0,0,0,1,0,1,1
2,2,High,1,1,1,0,0,0,1,1,0,0,1
2,2,High,0,1,0,0,0,0,1,1,0,0,0
3,2,High,0,0,0,0,0,0,0,1,0,0,0
3,3,High,1,1,1,1,1,1,1,1,0,0,0
4,3,High,0,1,0,0,0,0,0,1,0,0,0
5,3,High,1,1,1,1,0,1,1,1,0,0,0
3,3,High,1,1,0,0,0,0,0,1,0,0,0
4,3,High,1,1,1,1,1,1,0,1,1,1,1
3,3,High,1,1,1,0,0,0,1,1,1,0,0
3,3,High,1,1,1,1,1,1,1,1,0,1,0
4,3,High,1,0,1,0,0,0,1,0,0,1,1
5,3,High,0,1,1,0,1,0,1,1,1,1,1
3,3,High,1,1,0,1,0,1,0,1,1,1,0
7,3,High,1,0,0,0,0,1,0,0,0,0,1
4,3,High,1,1,0,0,0,0,1,0,0,0,0
4,3,High,0,1,1,0,0,0,1,1,0,1,1
5,3,High,0,1,0,0,0,0,0,0,0,0,0
3,3,High,1,1,1,1,1,1,1,1,0,0,1
8,3,High,1,1,1,1,0,1,1,1,1,1,1
3,3,High,1,1,1,0,0,0,1,1,1,1,1
4,3,High,1,0,1,0,0,0,1,1,0,1,1
6,4,High,1,1,1,1,0,1,1,1,0,1,0
4,4,High,0,1,0,0,0,0,0,1,1,0,0
15,4,High,1,0,1,0,0,1,1,1,1,0,0
8,4,High,0,0,0,0,0,0,0,1,1,0,0
8,4,High,1,1,1,1,0,1,0,1,1,0,1
4,4,High,1,1,0,1,0,1,1,1,0,0,1
9,4,High,1,1,1,1,0,1,0,1,1,1,1
4,4,High,1,0,1,0,1,1,0,0,0,0,1
9,4,High,1,1,1,0,0,0,1,1,0,1,1
11105,260,High,1,1,0,0,0,1,0,1,1,0,0
5,5,High,1,1,0,0,0,0,0,0,0,1,0
11,5,High,1,1,1,1,0,1,0,1,0,0,0
5,5,High,1,1,1,1,1,1,0,1,0,1,0
30,5,High,1,1,1,1,0,1,0,1,0,1,1
11,5,High,1,1,0,1,0,1,1,1,0,1,0
11,5,High,1,0,0,0,0,0,0,1,0,0,0
8,5,High,1,1,1,1,1,1,0,1,0,0,0
8,5,High,1,1,0,1,0,1,0,1,0,1,1
6,5,High,1,0,0,0,0,0,0,0,1,0,0
7,5,High,1,1,1,1,1,1,0,1,0,1,1
6,6,High,1,0,1,0,1,1,0,1,0,0,1
8,6,High,1,1,0,0,0,0,0,0,0,0,0
7,6,High,1,1,0,0,0,0,0,1,1,0,0
15,6,High,1,1,0,1,0,1,0,1,1,0,0
6,6,High,1,0,0,0,0,0,0,0,0,0,0
8,6,High,1,0,0,0,0,0,0,1,1,0,0
10,6,High,1,1,0,0,0,0,0,0,1,0,0
10,6,High,1,1,1,0,0,0,1,0,0,1,1
7,6,High,1,0,1,0,1,1,1,0,1,0,0
8,6,High,1,1,0,1,0,1,1,1,0,1,1
14,6,High,1,1,0,1,0,1,1,1,1,1,0
16,6,High,1,1,0,1,0,1,0,1,0,1,0
10,7,High,1,0,1,0,0,1,1,0,1,0,0
43,8,High,1,1,0,1,0,1,0,1,0,0,0
14,8,High,1,0,1,0,1,1,1,1,1,0,0
10,8,High,0,0,1,0,1,1,1,0,1,1,0
11,8,High,1,0,1,0,1,1,1,0,1,1,0
13,8,High,1,0,1,0,1,1,1,1,1,1,0
27,9,High,1,1,0,1,0,1,1,1,0,0,0
10,9,High,0,0,1,0,0,1,1,0,1,0,0
9,9,High,1,0,1,0,1,1,0,1,1,0,1
11,9,High,0,0,0,0,0,1,1,0,0,0,1
16,9,High,1,1,1,1,0,1,1,1,0,0,1
11,9,High,0,0,1,0,1,1,0,0,1,0,1
62,10,High,1,1,1,1,0,1,1,1,0,1,1
11,10,High,0,0,1,0,0,1,1,0,1,1,0
12,10,High,0,0,1,0,1,1,1,0,0,0,0
14,10,High,1,0,0,0,0,1,1,1,0,0,1
12,11,High,0,0,1,0,1,1,1,0,0,0,1
13,11,High,0,0,1,0,1,1,0,0,0,0,1
36,11,High,0,1,1,0,1,1,0,0,0,0,1
24,11,High,1,0,1,0,1,1,0,0,1,0,1
18,12,High,1,0,1,0,1,1,0,0,0,1,1
34,12,High,1,0,0,0,0,1,0,1,0,1,1
44,12,High,0,1,1,0,1,1,0,0,0,1,1
8440,268,High,1,1,1,0,0,1,1,1,1,1,1
15,13,High,1,0,1,0,0,1,0,0,1,0,0
30,13,High,1,0,1,0,0,1,0,0,1,0,1
17,13,High,1,0,1,0,1,1,1,0,0,0,0
22,13,High,1,0,0,0,0,1,0,1,0,0,1
18,13,High,0,0,1,0,1,1,0,0,0,1,1
15,13,High,0,0,1,0,1,1,1,0,1,0,0
15,13,High,0,0,1,0,1,1,1,0,0,1,0
21,13,High,1,0,1,0,0,1,0,1,1,0,0
19,14,High,1,0,1,0,1,1,1,0,0,1,0
44,14,High,0,1,1,0,1,1,1,0,1,1,0
84,14,High,0,1,0,0,0,1,0,0,0,1,1
16,14,High,1,0,1,0,1,1,1,1,0,0,0
19,14,High,0,0,1,0,1,1,1,1,1,1,0
29,14,High,1,0,1,0,1,1,0,0,1,1,1
18,14,High,1,0,1,0,1,1,1,1,0,1,0
54,14,High,1,1,1,0,1,1,0,0,0,0,1
19,15,High,0,0,1,0,1,1,0,0,1,1,1
93,15,High,0,1,1,0,0,1,1,0,1,1,0
27,15,High,0,0,1,0,0,1,1,0,0,0,0
78,15,High,0,1,1,0,0,1,0,0,1,1,0
21,15,High,1,0,1,0,1,1,1,0,0,0,1
28,15,High,0,0,1,0,0,1,0,0,1,1,0
31,15,High,0,0,1,0,1,1,1,1,0,1,0
77,15,High,1,1,1,0,1,1,0,0,1,0,1
19,16,High,1,0,1,0,0,1,1,0,1,1,0
18,16,High,1,0,1,0,1,1,1,1,0,0,1
20,16,High,1,0,1,0,1,1,0,0,1,1,0
109,16,High,0,1,1,0,0,1,1,0,1,0,0
34,16,High,1,0,1,0,1,1,0,1,1,1,1
130,17,High,1,0,0,0,0,1,0,1,1,0,1
130,17,High,0,0,1,0,0,1,1,1,1,0,0
20,17,High,1,0,0,0,0,1,1,0,0,0,1
36,18,High,0,1,1,0,1,1,0,0,1,0,1
23,18,High,1,0,1,0,1,1,0,1,0,1,1
28,18,High,1,0,1,0,0,1,0,1,1,1,0
33,18,High,0,0,1,0,0,1,1,1,1,1,0
328,18,High,0,1,1,0,1,1,0,1,0,0,1
24,18,High,0,0,0,0,0,1,0,0,0,0,1
20,18,High,0,0,0,0,0,1,1,0,0,1,1
24,18,High,0,0,1,0,0,1,0,0,1,0,0
28,19,High,1,0,1,0,1,1,1,0,1,0,1
141,19,High,0,1,0,0,0,1,1,0,0,1,1
28,19,High,0,0,1,0,1,1,0,1,0,0,1
56,19,High,0,1,1,0,1,1,1,0,1,0,0
47,19,High,0,0,1,0,1,1,1,1,1,0,0
28,19,High,0,0,0,0,0,1,0,0,0,1,1
58,19,High,0,1,1,0,1,1,1,0,0,1,0
26,19,High,0,0,1,0,1,1,1,0,1,0,1
27,19,High,1,0,1,0,1,1,0,0,1,0,0
26,20,High,1,0,1,0,1,1,0,1,1,0,0
25,20,High,1,0,0,0,0,1,1,0,0,1,1
84,20,High,1,0,0,0,0,1,1,1,1,0,1
27,20,High,0,0,1,0,0,1,1,0,0,1,0
46,20,High,1,0,1,0,0,1,1,1,1,1,0
25,20,High,1,0,1,0,0,1,1,1,0,0,0
75,20,High,0,1,1,0,0,1,0,0,1,0,0
24,20,High,0,0,0,0,0,1,0,0,1,0,1
28,21,High,1,0,0,0,0,1,1,1,0,1,1
38,21,High,0,0,1,0,1,1,0,1,1,0,1
54,21,High,0,1,1,0,1,1,0,0,1,1,1
51,21,High,0,0,1,0,1,1,1,1,0,0,0
28,21,High,1,0,0,0,0,1,0,0,0,1,1
44,21,High,1,0,0,0,0,1,0,0,1,1,1
32,21,High,1,0,1,0,1,1,1,1,1,0,1
29,21,High,1,0,0,0,0,1,0,0,1,0,1
47,22,High,0,0,1,0,0,1,0,0,0,1,0
24,22,High,1,0,1,0,0,1,0,0,1,1,0
339,22,High,0,1,1,0,0,1,1,0,0,1,0
42,22,High,1,0,1,0,1,1,0,1,0,0,0
27,22,High,0,0,0,0,0,1,1,0,1,0,1
52,22,High,0,1,1,0,1,1,1,0,1,0,1
91,22,High,0,1,1,0,1,1,1,0,0,0,0
203,23,High,1,0,0,0,0,1,0,1,1,1,1
59,23,High,0,1,1,0,1,1,0,0,0,1,0
55,24,High,0,1,1,0,1,1,0,0,1,1,0
47,24,High,0,0,0,0,0,1,0,0,1,1,1
202,24,High,1,1,0,0,0,1,0,0,0,1,1
281,24,High,1,1,0,0,0,1,0,0,1,0,1
295,24,High,1,1,1,0,1,1,0,1,0,0,1
39,24,High,0,0,1,0,1,1,1,1,0,0,1
53,24,High,0,1,1,0,1,1,0,0,1,0,0
47,24,High,1,0,1,0,0,1,0,1,1,0,1
32,24,High,1,0,1,0,1,1,0,1,1,1,0
581,280,High,0,0,0,0,0,1,0,0,1,0,0
1217,280,High,0,0,1,0,0,1,1,1,0,1,1
31,25,High,0,0,1,0,1,1,0,0,1,1,0
75,25,High,0,0,0,0,0,1,0,1,0,0,1
74,25,High,1,0,1,0,0,1,0,1,0,0,0
54,25,High,0,0,1,0,0,1,0,0,1,0,1
297,25,High,0,1,1,0,0,1,0,0,0,1,0
52,25,High,0,0,1,0,0,1,0,0,0,0,0
131,25,High,0,1,0,0,0,1,0,0,0,0,1
50,25,High,1,0,0,0,0,1,1,0,1,0,1
37,25,High,1,0,1,0,0,1,1,1,0,1,0
71,26,High,0,0,1,0,0,1,1,1,0,1,0
135,26,High,1,1,0,0,0,1,0,0,0,0,1
103,26,High,1,1,1,0,1,1,1,0,1,1,0
53,26,High,1,0,1,0,1,1,0,1,0,1,0
96,26,High,1,1,1,0,1,1,0,0,1,1,1
70,26,High,0,1,1,0,1,1,1,0,0,0,1
338,27,High,0,1,1,0,1,1,0,1,1,0,1
40,27,High,1,0,1,0,0,1,1,0,0,0,0
57,27,High,0,0,1,0,1,1,0,1,1,1,1
158,27,High,1,1,1,0,0,1,0,0,1,1,0
112,27,High,0,0,0,0,0,1,0,1,0,1,1
153,27,High,1,1,1,0,1,1,1,0,1,0,0
407,27,High,0,1,1,0,1,1,1,1,1,1,0
294,27,High,1,1,1,0,0,1,1,0,1,1,0
66,28,High,0,0,1,0,0,1,0,1,1,1,0
38,28,High,0,0,0,0,0,1,1,0,0,1,0
42,28,High,1,0,1,0,1,1,0,0,0,1,0
178,28,High,0,1,0,0,0,1,1,0,0,0,1
42,28,High,0,0,1,0,1,1,0,0,1,0,0
2746,284,High,0,1,1,0,0,1,1,0,0,1,1
175,29,High,1,1,1,0,1,1,1,0,1,0,1
355,29,High,1,1,1,0,0,1,1,0,1,0,0
84,29,High,1,0,1,0,0,1,0,1,0,1,0
370,29,High,1,1,1,0,1,1,1,1,1,1,0
40,30,High,0,0,1,0,1,1,0,0,0,0,0
41,30,High,0,0,1,0,1,1,1,1,1,0,1
79,30,High,1,1,1,0,1,1,0,0,0,1,1
902,30,High,1,1,1,0,0,1,0,1,1,1,0
6904,542,High,1,1,1,0,0,1,1,0,0,1,1
59,31,High,0,0,1,0,1,1,0,1,0,1,1
496,31,High,0,1,1,0,1,1,1,1,1,0,0
308,31,High,0,1,1,0,0,1,1,0,0,0,0
45,31,High,0,0,0,0,0,1,1,0,1,1,0
70,31,High,1,0,0,0,0,1,1,0,1,1,1
1322,31,High,1,1,0,0,0,1,0,1,0,0,1
55,31,High,1,0,1,0,0,1,0,0,0,0,0
48,31,High,0,0,1,0,1,1,0,0,0,1,0
173,31,High,1,1,1,0,1,1,1,0,0,0,0
85,32,High,1,1,1,0,1,1,0,0,1,1,0
120,32,High,0,1,0,0,0,1,0,0,1,1,1
52,32,High,0,0,0,0,0,1,1,0,1,1,1
41,32,High,1,0,1,0,1,1,0,0,0,0,0
1461,32,High,0,1,1,0,0,1,1,1,1,1,0
71,32,High,1,0,0,0,0,1,1,0,1,1,0
340,32,High,1,1,1,0,1,1,0,1,1,0,1
120,32,High,0,1,0,0,0,1,0,0,1,0,1
262,33,High,1,1,1,0,0,1,0,0,1,0,1
70,33,High,0,0,1,0,1,1,0,1,1,1,0
45,33,High,1,0,1,0,0,1,0,0,0,1,0
87,33,High,0,0,0,0,0,1,1,1,0,0,1
158,33,High,0,0,1,0,0,1,1,1,0,0,0
90,33,High,1,0,0,0,0,1,1,1,1,1,1
71,34,High,1,0,0,0,0,1,1,1,0,1,0
491,34,High,1,1,1,0,1,1,0,1,1,1,1
206,34,High,0,1,0,0,0,1,1,0,1,1,1
300,35,High,1,1,0,0,0,1,0,0,1,1,1
92,35,High,0,0,0,0,0,1,1,1,0,1,1
227,35,High,0,1,0,0,0,1,1,0,0,1,0
104,35,High,0,0,1,0,1,1,0,1,0,1,0
1607,35,High,0,1,0,0,0,1,0,1,0,1,1
55,35,High,1,0,1,0,1,1,1,1,0,1,1
62,35,High,0,0,1,0,1,1,1,0,0,1,1
1697,35,High,1,1,1,0,0,1,1,1,1,0,0
1195,35,High,0,1,1,0,0,1,0,1,1,1,0
55,35,High,1,0,1,0,0,1,0,1,0,0,1
1229,291,High,1,1,0,0,0,1,0,0,0,0,0
114,36,High,1,1,1,0,1,1,0,0,1,0,0
196,36,High,0,1,0,0,0,1,1,0,1,0,1
49,36,High,1,0,1,0,0,1,1,0,0,1,0
449,37,High,1,1,1,0,1,1,0,1,0,1,1
597,37,High,1,1,1,0,1,1,1,1,0,0,1
115,37,High,0,0,1,0,0,1,0,1,1,0,0
1490,37,High,1,1,0,0,0,1,0,1,0,1,1
563,37,High,0,1,1,0,1,1,0,1,0,1,1
1231,37,High,1,1,1,0,0,1,0,1,1,0,0
164,38,High,0,1,1,0,0,1,0,0,1,0,1
1344,38,High,1,1,1,0,0,1,1,1,1,1,0
2079,38,High,1,1,0,0,0,1,0,1,1,0,1
586,38,High,1,1,1,0,1,1,1,1,1,0,0
183,39,High,1,1,1,0,0,1,0,0,1,0,0
538,39,High,0,1,1,0,1,1,1,1,0,1,0
138,39,High,1,0,0,0,0,1,1,1,1,1,0
348,39,High,1,1,1,0,1,1,0,1,1,1,0
177,39,High,1,1,1,0,1,1,1,0,0,0,1
667,39,High,0,1,1,0,1,1,1,1,0,0,0
126,39,High,0,0,0,0,0,1,1,1,0,1,0
519,39,High,1,1,1,0,1,1,0,1,1,0,0
90,40,High,0,0,1,0,0,1,0,0,0,0,1
1575,40,High,0,1,1,0,0,1,1,1,1,0,0
149,40,High,1,1,1,0,1,1,1,0,0,1,0
437,41,High,0,1,1,0,1,1,0,1,1,1,0
356,41,High,1,1,0,0,0,1,1,0,0,0,1
123,41,High,0,1,1,0,1,1,1,0,0,1,1
49,41,High,1,0,1,0,0,1,0,0,0,0,1
86,41,High,0,1,1,0,1,1,0,0,0,0,0
205,42,High,0,1,1,0,0,1,0,0,0,0,0
1311,42,High,0,1,0,0,0,1,0,1,0,0,1
544,42,High,0,1,1,0,1,1,1,1,0,0,1
1107,42,High,0,1,1,0,0,1,0,1,1,0,0
453,42,High,1,1,1,0,1,1,1,1,0,1,0
54,43,High,1,0,0,0,0,1,1,0,0,1,0
292,43,High,0,1,0,0,0,1,1,0,1,1,0
634,43,High,1,1,1,0,1,1,1,1,0,0,0
548,44,High,0,1,1,0,1,1,0,1,1,1,1
597,44,High,1,1,1,0,1,1,1,1,1,0,1
1581,45,High,1,1,1,0,0,1,0,1,1,0,1
368,45,High,0,1,1,0,0,1,0,0,0,0,1
847,301,High,0,0,1,0,0,1,1,1,1,1,1
595,46,High,1,1,0,0,0,1,1,0,1,0,1
840,302,High,1,0,1,0,0,1,1,0,0,1,1
92,47,High,1,0,1,0,1,1,1,0,0,1,1
280,47,High,0,0,1,0,0,1,0,1,0,1,0
2685,47,High,1,1,0,0,0,1,0,1,1,1,1
207,47,High,0,0,0,0,0,1,0,1,1,1,1
84,47,High,1,0,1,0,0,1,1,1,1,0,1
3803,48,High,0,1,1,0,0,1,1,1,0,0,0
73,48,High,0,0,1,0,0,1,0,0,1,1,1
396,48,High,1,1,0,0,0,1,1,0,0,1,1
105,48,High,0,0,1,0,1,1,1,0,1,1,1
566,49,High,1,1,1,0,1,1,0,1,0,0,0
766,49,High,1,1,1,0,0,1,1,0,0,0,0
125,49,High,1,0,1,0,0,1,1,0,1,0,1
74,50,High,0,0,0,0,0,1,1,0,0,0,0
154,50,High,1,0,1,0,0,1,0,1,1,1,1
3211,51,High,0,1,1,0,0,1,1,1,0,1,0
503,51,High,0,1,1,0,1,1,1,1,1,0,1
71,51,High,1,0,0,0,0,1,1,0,0,0,0
1824,52,High,1,1,0,0,0,1,1,1,0,1,1
1969,52,High,1,1,0,0,0,1,1,1,0,0,1
315,52,High,0,0,1,0,0,1,0,1,0,0,0
113,52,High,0,0,1,0,1,1,1,1,0,1,1
150,52,High,0,0,0,0,0,1,1,1,1,0,1
93,52,High,0,0,1,0,0,1,1,0,1,0,1
160,53,High,0,1,1,0,1,1,1,0,1,1,1
194,53,High,0,0,0,0,0,1,1,1,1,1,1
97,53,High,1,0,0,0,0,1,1,1,0,0,0
346,53,High,0,0,1,0,0,1,0,1,0,0,1
2992,54,High,0,1,0,0,0,1,0,1,1,1,1
118,54,High,1,0,0,0,0,1,1,0,1,0,0
3296,54,High,1,1,1,0,0,1,1,1,0,0,0
97,54,High,0,0,1,0,1,1,0,1,1,0,0
479,55,High,0,1,1,0,1,1,0,1,1,0,0
143,55,High,1,0,1,0,1,1,1,0,1,1,1
2141,55,High,0,1,0,0,0,1,0,1,1,0,1
167,55,High,0,0,1,0,0,1,0,1,1,0,1
96,56,High,1,0,1,0,1,1,1,1,1,1,1
153,57,High,1,1,1,0,1,1,0,0,0,0,0
327,57,High,0,1,1,0,0,1,0,0,1,1,1
2554,57,High,1,1,1,0,0,1,1,1,0,1,0
628,58,High,0,1,1,0,1,1,0,1,0,1,0
1549,58,High,0,1,0,0,0,1,1,1,0,0,1
268,58,High,0,1,0,0,0,1,0,0,0,1,0
1947,58,High,0,1,0,0,0,1,1,1,0,1,1
157,58,High,0,0,1,0,1,1,0,1,0,0,0
740,58,High,1,1,0,0,0,1,1,0,1,1,1
1660,59,High,1,1,1,0,0,1,0,1,0,1,0
146,59,High,1,0,1,0,0,1,0,1,0,1,1
2883,59,High,0,1,0,0,0,1,1,1,0,1,0
3327,59,High,1,1,0,0,0,1,1,1,1,0,1
1335,59,High,0,1,1,0,0,1,0,1,1,0,1
443,60,High,1,1,1,0,1,1,0,1,0,1,0
100,60,High,0,0,0,0,0,1,1,0,1,0,0
1934,316,High,0,0,0,0,0,1,0,1,0,0,0
540,61,High,0,1,0,0,0,1,1,0,0,0,0
288,62,High,1,0,0,0,0,1,1,1,1,0,0
116,62,High,1,0,1,0,0,1,0,0,1,1,1
259,62,High,0,0,0,0,0,1,1,1,1,1,0
346,63,High,1,1,1,0,0,1,0,0,0,1,0
1993,63,High,1,1,1,0,0,1,0,1,0,0,0
127,63,High,0,0,1,0,0,1,0,0,0,1,1
2868,63,High,0,1,1,0,0,1,0,1,0,1,0
266,64,High,0,0,0,0,0,1,0,1,1,0,1
6312,320,High,0,1,1,0,0,1,1,1,1,1,1
