cases,developers,a_language_code,message_length_avg_better,refactor_mle_avg_better,commit_hours_better,message_length_avg_same,commit_hours_same,owned_repository_avg_better,files_edited_avg_better,ccp_avg_better,same_date_duration_avg_avg_better,commit_period_avg_better,commit_days_avg_better
2,2,0,1,1,0,0,0,0,1,0,0,0,0
3,2,0,0,1,1,0,1,0,1,0,1,0,0
2,2,0,0,1,0,0,0,0,1,0,1,0,1
2,2,0,1,0,1,0,0,0,1,1,0,1,1
4,2,0,0,0,0,0,0,0,1,1,1,0,1
2,2,0,0,1,1,0,1,0,1,0,0,0,1
2,2,0,1,1,1,0,0,0,0,1,0,1,0
2,2,0,1,1,0,1,0,1,0,1,1,1,1
2,2,0,1,1,0,0,0,0,1,0,1,0,0
2,2,0,0,0,1,0,0,0,0,1,0,0,0
4,2,0,1,0,1,0,0,0,1,0,0,1,1
2,2,0,1,1,1,0,0,0,0,0,0,1,1
2,2,0,1,1,0,0,0,0,1,1,0,1,0
2,2,0,0,1,1,0,0,0,1,0,0,0,1
4,2,0,1,1,0,0,0,0,1,1,1,0,0
4,2,0,0,1,0,0,0,0,1,1,1,1,0
2,2,0,1,0,0,0,0,0,1,1,0,0,0
2,2,0,0,1,1,0,1,0,1,0,1,1,1
4,2,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,0,1,0,0,0,0,1,1,1,1
3,2,0,0,0,1,0,0,0,1,1,0,1,1
2,2,0,0,0,0,0,0,0,1,1,1,0,0
2,2,0,0,0,0,0,0,0,0,0,1,1,0
2,2,0,1,1,1,1,0,1,0,1,1,1,0
2,2,0,1,1,1,0,1,0,1,1,0,1,1
2,2,0,1,1,1,0,1,0,0,1,0,1,0
2,2,0,1,1,0,0,0,0,0,0,1,0,1
3,2,0,0,1,0,0,0,0,1,0,0,0,0
2,2,0,1,1,0,0,0,0,0,1,1,1,0
4,2,0,0,1,1,0,0,0,1,1,0,1,1
996,514,0,1,0,0,0,0,1,0,0,0,0,0
3,3,0,1,1,1,1,1,1,0,1,1,0,0
4,3,0,0,1,0,0,0,0,0,0,1,1,0
3,3,0,1,1,1,1,1,1,1,1,1,0,0
4,3,0,0,1,0,0,0,0,1,0,1,1,0
5,3,0,1,1,1,0,0,0,1,0,0,0,1
4,3,0,1,1,0,0,0,0,1,0,1,1,0
4,3,0,0,1,0,0,0,0,1,1,0,0,0
3,3,0,1,1,1,1,1,0,1,1,0,1,1
8,3,0,1,1,0,0,0,0,0,0,1,1,0
3,3,0,1,1,1,0,0,0,1,0,1,1,1
3,3,0,1,0,0,0,0,0,1,0,1,0,0
4,3,0,1,1,0,0,0,0,1,0,0,1,0
4,3,0,1,1,1,0,0,0,1,1,0,0,1
3,3,0,0,0,1,0,0,0,1,0,0,0,1
6,3,0,1,1,1,1,0,1,0,1,1,0,1
5,3,0,0,1,0,0,0,0,1,1,1,0,0
16031,515,0,1,1,0,0,0,1,0,1,0,0,0
4,4,0,1,0,0,0,0,0,0,0,1,1,0
5,4,0,0,1,0,0,0,0,0,0,1,0,0
6,4,0,0,1,1,0,0,0,1,0,0,1,1
4,4,0,0,0,0,0,0,0,0,0,1,0,0
4,4,0,1,1,1,0,0,0,0,1,0,1,1
6,4,0,1,1,1,1,1,0,1,1,1,1,1
12849,260,0,1,1,1,0,0,1,1,1,1,0,1
1259,516,0,0,0,0,0,0,1,0,0,0,0,0
5,5,0,1,1,1,1,0,1,1,1,1,1,0
6,5,0,0,1,1,0,0,0,1,1,1,0,1
7,5,0,0,1,0,0,0,0,0,1,0,0,0
6,5,0,1,0,1,0,0,0,1,0,0,0,1
5,5,0,1,1,1,1,1,1,1,1,1,1,0
7,5,0,1,1,1,1,0,1,0,1,0,0,0
6,5,0,1,1,1,1,0,1,0,1,0,1,0
7,5,0,1,0,0,0,0,0,0,1,0,0,0
5,5,0,1,1,1,1,0,1,1,1,1,0,0
8,5,0,1,0,0,0,0,0,0,0,1,0,0
7,5,0,1,1,1,1,1,1,1,1,1,0,1
1169,261,0,0,0,1,0,0,1,1,1,1,0,1
38437,773,0,0,1,1,0,0,1,1,1,0,1,1
8,6,0,1,1,0,0,0,0,0,1,0,0,0
8,6,0,1,1,0,1,0,1,0,1,0,0,1
13,6,0,1,1,0,1,0,1,0,1,0,1,1
13,6,0,1,1,1,0,1,0,1,1,1,1,1
6,6,0,1,0,0,0,0,0,0,0,0,0,0
8,6,0,0,1,0,0,0,0,0,0,0,0,0
8,6,0,1,1,0,0,0,0,0,1,1,0,0
8,6,0,0,1,1,0,1,0,1,1,1,1,1
12,6,0,1,1,1,0,0,0,1,1,0,1,1
8,6,0,1,1,0,0,0,0,0,0,0,1,0
14,6,0,1,0,0,0,0,0,0,1,1,0,0
14444,262,0,0,1,0,0,0,1,1,1,0,0,0
9,7,0,1,0,0,0,0,0,0,1,0,1,0
14,7,0,0,0,0,0,0,0,0,1,1,0,0
9,7,0,1,1,1,1,1,1,0,1,0,0,1
11,7,0,1,1,1,1,0,1,0,1,1,1,1
8,7,0,1,1,1,0,0,0,1,1,1,1,1
14,7,0,0,1,0,0,0,0,0,1,1,0,0
11,7,0,0,0,0,0,0,0,0,1,0,0,0
13,8,0,1,1,0,0,0,0,0,0,0,0,0
19,8,0,1,1,1,1,0,1,0,1,0,0,1
20,8,0,1,1,1,1,1,1,0,1,0,0,0
12,8,0,1,1,0,1,0,1,1,1,1,0,1
9,8,0,1,1,0,1,0,1,1,1,1,1,1
12,9,0,1,1,0,1,0,1,0,1,1,1,0
16,9,0,1,1,0,1,0,1,0,1,1,0,0
13,9,0,1,1,0,0,0,0,0,0,1,0,0
2121,521,0,1,0,0,0,0,1,0,1,0,0,0
17,10,0,1,1,1,1,1,1,0,1,0,1,1
18,10,0,1,1,1,1,1,1,0,1,0,1,0
47,10,0,1,1,1,1,1,1,1,1,0,0,0
46,12,0,1,1,1,1,0,1,0,1,0,1,1
15,12,0,1,1,1,1,0,1,1,1,0,1,0
22,13,0,1,1,1,1,0,1,1,1,0,0,0
18,13,0,1,1,1,1,1,1,0,1,1,1,1
26,13,0,1,1,1,0,0,0,1,0,0,1,1
521,269,0,0,0,0,0,0,1,0,0,1,1,0
21,14,0,1,1,0,1,0,1,1,1,0,0,1
23,14,0,1,1,1,1,0,1,1,1,1,0,1
64,15,0,1,1,0,1,0,1,0,1,0,0,0
34,15,0,1,1,0,1,0,1,1,1,1,1,0
32,16,0,1,1,1,1,1,1,1,1,0,1,0
28,16,0,1,1,0,1,0,1,1,1,0,1,1
17386,272,0,1,1,1,0,0,1,0,1,0,1,1
42,17,0,1,1,0,1,0,1,0,1,0,1,0
56,18,0,1,1,0,1,0,1,1,1,1,0,0
3738,274,0,1,1,0,0,0,1,1,0,0,0,0
45,21,0,1,1,0,1,0,1,1,1,0,1,0
35,21,0,1,1,1,1,1,1,1,1,0,0,1
3137,277,0,0,1,1,0,0,1,1,0,0,0,1
36,22,0,0,0,1,0,1,1,1,0,1,1,0
45,23,0,1,1,1,1,0,1,1,1,1,1,1
40,23,0,1,0,1,0,1,1,1,0,1,0,0
27,23,0,1,0,1,0,1,1,0,0,0,0,1
72,25,0,1,0,1,0,1,1,0,1,1,0,1
52,25,0,1,0,1,0,1,1,0,1,0,0,1
44,25,0,1,0,1,0,1,1,0,0,1,0,1
120,26,0,1,1,0,1,0,1,1,1,0,0,0
551,282,0,1,0,0,0,0,1,0,0,0,1,0
12373,282,0,1,1,0,0,0,1,0,1,1,1,0
59,28,0,0,0,1,0,0,1,1,0,1,0,0
60,29,0,1,0,0,0,0,1,0,0,1,0,1
45,29,0,1,0,0,0,0,1,0,0,0,1,1
95,29,0,1,0,1,0,1,1,1,1,1,0,0
4811,285,0,1,1,1,0,0,1,1,0,1,0,1
37,30,0,0,0,1,0,1,1,0,0,0,0,1
85,30,0,1,0,1,0,1,1,1,1,1,1,0
76,31,0,1,1,1,1,0,1,1,1,0,0,1
41,31,0,1,0,0,0,0,1,0,0,0,0,1
4726,1055,0,1,1,1,1,1,1,1,1,1,1,1
55,33,0,0,0,1,0,1,1,1,0,0,1,0
55,33,0,0,0,1,0,1,1,1,0,0,0,0
39,33,0,0,0,1,0,1,1,0,0,1,0,1
51,33,0,0,0,1,0,1,1,0,0,0,1,1
558,289,0,1,0,0,0,0,1,0,0,1,1,0
68,34,0,0,0,0,0,0,1,0,0,0,0,1
2843,290,0,0,0,1,0,0,1,1,1,0,0,1
67,35,0,0,0,0,0,0,1,0,0,0,1,1
155,35,0,0,1,1,0,1,1,1,0,1,1,0
219,35,0,1,0,1,0,0,1,1,1,1,0,0
194,35,0,1,1,1,1,0,1,1,1,0,1,1
73,35,0,1,0,1,0,0,1,1,0,1,1,0
83,36,0,1,0,1,0,1,1,0,1,0,1,1
93,37,0,0,0,1,0,0,1,1,0,1,1,0
101,37,0,0,1,1,0,1,1,0,0,1,0,1
97,37,0,1,0,1,0,1,1,1,1,1,0,1
48,37,0,1,0,1,0,1,1,1,0,0,1,0
148,37,0,1,0,0,0,0,1,0,1,0,0,1
56,38,0,1,0,1,0,1,1,1,0,1,1,0
237,39,0,1,0,1,0,0,1,1,1,1,1,0
167,39,0,0,1,1,0,1,1,0,0,0,1,1
60,39,0,0,0,0,0,0,1,1,0,0,0,1
137,39,0,0,0,1,0,1,1,0,1,0,0,1
252,39,0,0,1,0,0,0,1,0,0,0,1,1
244,39,0,0,1,1,0,1,1,1,0,1,0,0
108,39,0,1,0,1,0,1,1,1,0,1,0,1
138,40,0,0,0,1,0,1,1,1,1,1,1,0
56,40,0,0,0,1,0,1,1,1,0,0,0,1
53,40,0,0,0,1,0,1,1,1,0,1,0,0
123,40,0,1,0,1,0,1,1,1,1,0,0,0
91,41,0,1,0,0,0,0,1,1,1,0,0,1
4187,553,0,0,1,1,0,0,1,1,0,1,1,1
118,42,0,0,1,1,0,1,1,0,0,0,0,1
162,42,0,0,0,1,0,0,1,0,0,1,1,0
82,42,0,1,0,1,0,0,1,1,0,1,0,0
112,42,0,1,0,1,0,1,1,1,1,0,1,0
68,43,0,0,0,1,0,1,1,0,0,1,1,1
60,44,0,1,0,1,0,1,1,0,0,1,1,1
443,44,0,0,1,1,0,0,1,1,0,1,1,0
89,44,0,0,0,0,0,0,1,1,0,0,1,1
172,44,0,1,0,0,0,0,1,0,1,0,1,1
82,44,0,1,0,1,0,1,1,1,1,0,0,1
485,45,0,0,1,1,0,0,1,1,0,1,0,0
54,45,0,1,0,1,0,1,1,0,0,0,1,1
82,45,0,0,0,1,0,0,1,0,0,1,0,0
191,45,0,0,1,0,0,0,1,0,0,0,0,1
2242,301,0,0,0,0,0,0,1,1,1,1,0,0
171,46,0,1,1,1,0,1,1,0,0,1,0,1
68,46,0,1,0,1,0,0,1,0,0,1,0,0
146,46,0,1,0,1,0,0,1,0,1,1,1,0
221,47,0,0,1,1,0,1,1,1,0,0,1,0
123,47,0,1,0,1,0,0,1,0,1,1,0,0
360,47,0,0,0,1,0,0,1,1,1,1,1,0
169,47,0,0,1,1,0,0,1,0,0,1,1,0
68,48,0,1,0,1,0,1,1,1,0,0,0,1
2442,304,0,0,0,0,0,0,1,0,1,0,1,0
17114,304,0,0,1,0,0,0,1,0,1,1,1,0
166,49,0,1,1,1,0,1,1,0,0,0,0,1
148,50,0,0,0,1,0,1,1,1,1,0,1,0
191,51,0,0,0,1,0,1,1,1,1,1,0,0
464,51,0,1,0,1,0,0,1,1,1,0,0,0
72,51,0,1,0,1,0,1,1,0,0,1,1,0
8554,307,0,0,1,1,0,0,1,1,1,1,0,1
79,52,0,1,0,1,0,1,1,1,0,0,0,0
123,52,0,0,1,1,0,1,1,0,0,1,1,0
140,52,0,0,0,1,0,0,1,1,0,0,0,0
116,52,0,1,0,1,0,1,1,0,1,1,1,1
5548,53,0,0,1,1,0,0,1,1,1,1,0,0
86,53,0,1,0,0,0,0,1,1,0,0,0,1
5618,53,0,1,1,1,0,0,1,1,1,1,0,0
217,54,0,0,1,1,0,0,1,0,0,1,0,0
63,54,0,1,0,1,0,0,1,0,0,1,1,0
1052,54,0,1,1,1,0,1,1,0,1,0,0,1
559,54,0,1,0,1,0,0,1,1,1,0,1,0
190,55,0,0,1,1,0,1,1,0,0,1,1,1
95,55,0,0,0,0,0,0,1,0,0,1,0,1
1779,311,0,1,1,0,0,0,1,0,0,0,1,0
221,56,0,0,0,1,0,1,1,1,1,0,0,0
111,56,0,0,0,1,0,0,1,1,0,0,1,0
383,56,0,1,0,0,0,0,1,0,1,1,1,1
203,56,0,0,1,1,0,1,1,1,0,0,0,1
108,57,0,1,0,1,0,1,1,0,1,1,1,0
105,57,0,1,0,1,0,1,1,0,1,1,0,0
78,57,0,0,0,1,0,1,1,1,0,1,0,1
216,58,0,0,0,1,0,1,1,0,1,0,1,1
88,58,0,1,0,1,0,1,1,0,0,1,0,0
307,58,0,1,1,1,0,1,1,1,0,1,1,0
90,59,0,0,0,1,0,1,1,0,0,1,1,0
339,59,0,0,0,1,0,0,1,1,1,1,0,0
355,59,0,1,1,0,0,0,1,0,0,0,0,1
400,59,0,1,1,0,0,0,1,0,0,1,0,1
383,59,0,1,1,1,0,0,1,0,0,1,0,0
182,59,0,0,0,1,0,1,1,1,1,0,0,1
977,59,0,1,1,1,0,1,1,0,1,1,0,1
183,59,0,1,0,1,0,0,1,0,1,1,0,1
559,59,0,0,0,1,0,0,1,1,1,0,1,0
162,60,0,1,0,0,0,0,1,1,1,0,1,1
1293,572,0,1,0,0,0,0,1,0,0,1,0,0
115,61,0,1,0,0,0,0,1,1,0,0,1,1
149,61,0,1,0,1,0,0,1,1,0,0,0,0
100,61,0,1,0,1,0,0,1,0,0,1,0,1
207,61,0,1,0,0,0,0,1,1,0,1,0,1
1197,62,0,1,1,1,0,0,1,1,0,1,0,0
297,62,0,1,0,0,0,0,1,1,1,1,0,1
361,62,0,1,0,0,0,0,1,0,1,1,0,1
2015,62,0,1,1,1,0,1,1,1,1,1,0,0
310,63,0,0,1,0,0,0,1,0,0,1,0,1
99,64,0,1,0,0,0,0,1,0,0,1,1,1
660,64,0,0,0,1,0,0,1,1,1,0,0,0
3611,64,0,1,1,1,0,0,1,1,1,1,1,0
1391,65,0,0,1,1,0,1,1,1,1,1,1,0
418,65,0,0,1,0,0,0,1,1,0,0,0,1
388,65,0,0,1,0,0,0,1,0,0,1,1,1
97,65,0,0,0,1,0,1,1,0,0,0,1,0
298,66,0,0,1,1,0,1,1,1,0,0,0,0
985,66,0,0,1,1,0,1,1,0,1,0,0,1
2687,66,0,1,1,1,0,0,1,0,1,1,0,0
94,66,0,0,0,1,0,1,1,0,0,1,0,0
303,66,0,1,0,1,0,0,1,0,1,0,0,0
357,66,0,0,0,0,0,0,1,1,1,0,1,1
296,67,0,1,1,1,0,1,1,0,0,0,1,1
1226,67,0,1,1,1,0,1,1,1,1,1,1,0
2203,67,0,1,1,1,0,0,1,0,1,1,1,0
495,67,0,0,0,0,0,0,1,0,1,0,1,1
160,67,0,0,0,1,0,1,1,0,1,1,0,1
545,67,0,1,1,1,0,1,1,1,0,1,0,0
121,68,0,0,0,0,0,0,1,0,0,1,1,1
294,69,0,0,0,0,0,0,1,1,1,0,0,1
257,69,0,1,1,1,0,1,1,0,0,1,1,1
137,70,0,1,0,1,0,1,1,0,1,0,1,0
363,71,0,0,0,0,0,0,1,0,1,0,0,1
850,71,0,0,1,1,0,1,1,0,1,1,0,1
568,72,0,1,1,0,0,0,1,0,0,1,1,1
971,72,0,1,1,1,0,0,1,1,0,1,1,0
211,72,0,0,1,1,0,1,1,0,0,1,0,0
142,72,0,0,0,1,0,0,1,0,0,0,0,0
1211,73,0,0,1,1,0,0,1,1,0,0,0,0
482,73,0,0,1,1,0,0,1,0,0,0,1,0
150,73,0,1,0,1,0,0,1,1,0,0,1,0
532,73,0,0,1,0,0,0,1,1,0,0,1,1
154,73,0,0,0,1,0,0,1,0,0,0,1,0
256,73,0,0,1,1,0,1,1,0,0,0,1,0
429,73,0,1,0,0,0,0,1,1,1,1,1,1
5036,74,0,1,1,0,0,0,1,0,1,0,1,1
3600,330,0,1,1,1,0,0,1,0,0,0,1,1
4406,75,0,1,1,0,0,0,1,0,1,0,0,1
138,75,0,0,0,0,0,0,1,1,0,1,0,1
442,75,0,1,1,0,0,0,1,0,0,0,1,1
1920,75,0,0,1,1,0,1,1,1,1,1,0,0
318,75,0,0,1,1,0,1,1,1,0,1,0,1
2049,843,0,1,0,1,0,0,1,1,0,0,1,1
5504,76,0,0,1,0,0,0,1,0,1,0,1,1
410,76,0,1,1,1,0,0,1,0,0,1,1,0
160,76,0,0,0,0,0,0,1,1,0,0,1,0
4606,77,0,0,1,1,0,0,1,1,1,1,1,0
149,77,0,0,0,1,0,0,1,0,0,1,0,1
283,77,0,0,1,1,0,1,1,0,0,0,0,0
269,77,0,0,0,1,0,0,1,0,1,1,1,0
2818,333,0,1,1,0,0,0,1,0,0,1,1,0
452,78,0,0,1,1,0,0,1,0,0,1,0,1
8929,1358,0,0,0,0,0,0,1,0,1,1,0,0
1531,79,0,1,1,1,0,1,1,0,1,1,1,1
195,79,0,0,0,0,0,0,1,1,0,1,1,1
2279,80,0,0,1,1,0,0,1,0,1,1,1,0
225,81,0,0,0,1,0,1,1,0,1,1,1,1
131,81,0,0,0,1,0,1,1,0,0,0,0,0
152,82,0,1,0,1,0,1,1,1,1,0,1,1
1850,82,0,0,1,1,0,1,1,0,1,0,1,1
177,82,0,1,0,0,0,0,1,1,0,1,1,1
1036,83,0,0,1,0,0,0,1,1,0,0,1,0
1264,83,0,0,1,1,0,0,1,1,0,0,1,0
1528,83,0,1,1,1,0,1,1,0,1,0,1,1
2339,83,0,0,1,1,0,0,1,0,1,1,0,0
120,83,0,1,0,1,0,1,1,0,0,0,1,0
290,84,0,1,0,1,0,0,1,0,1,0,1,0
3876,84,0,0,1,0,0,0,1,0,1,0,0,1
194,85,0,1,0,1,0,1,1,0,1,0,0,0
10627,86,0,0,1,1,0,0,1,1,1,0,1,0
139,86,0,0,0,1,0,1,1,1,0,0,1,1
572,86,0,0,1,1,0,0,1,0,0,0,0,0
27582,342,0,0,1,0,0,0,1,1,1,1,0,0
133,87,0,1,0,1,0,0,1,0,0,0,1,0
2140,88,0,0,1,1,0,1,1,1,1,0,0,0
1805,88,0,0,1,1,0,1,1,1,1,0,1,0
434,88,0,1,0,0,0,0,1,1,1,0,1,0
921,88,0,0,1,0,0,0,1,1,0,1,1,1
304,89,0,0,0,1,0,0,1,0,1,1,0,0
274,89,0,1,1,1,0,1,1,0,0,1,1,0
155,89,0,1,0,1,0,0,1,0,0,0,0,0
1578,601,0,0,0,1,0,0,1,1,0,0,1,1
1628,90,0,0,1,1,0,1,1,1,1,0,0,1
280,90,0,1,1,1,0,1,1,0,0,1,0,0
2289,92,0,1,1,1,0,1,1,1,1,0,0,0
658,93,0,1,1,1,0,1,1,1,0,1,0,1
957,93,0,1,1,1,0,1,1,0,1,1,1,0
1221,94,0,1,1,1,0,1,1,0,1,1,0,0
889,94,0,1,1,0,0,0,1,1,0,0,0,1
1515,94,0,1,1,1,0,1,1,1,1,0,1,0
188,94,0,0,0,1,0,1,1,1,1,1,0,1
551,96,0,1,1,1,0,1,1,1,0,0,0,0
5077,97,0,1,1,0,0,0,1,1,1,0,0,1
721,97,0,1,1,1,0,0,1,0,0,1,0,1
390,97,0,1,1,1,0,1,1,1,0,0,1,0
205,98,0,0,0,1,0,1,1,0,1,1,1,0
392,98,0,1,0,1,0,0,1,0,1,0,0,1
1906,99,0,1,1,1,0,1,1,1,1,1,0,1
533,100,0,1,1,1,0,1,1,1,0,0,0,1
8971,100,0,1,1,0,0,0,1,0,1,1,1,1
22787,356,0,1,1,1,0,0,1,1,1,0,0,1
1537,101,0,0,1,1,0,1,1,0,1,1,1,1
1082,102,0,0,1,1,0,1,1,0,1,1,1,0
229,102,0,1,0,0,0,0,1,1,0,1,1,0
282,102,0,0,0,0,0,0,1,1,0,1,1,0
692,102,0,0,1,0,0,0,1,1,0,1,0,1
607,103,0,1,0,0,0,0,1,1,1,1,1,0
7428,103,0,1,1,0,0,0,1,0,1,1,0,1
150,103,0,1,0,1,0,1,1,0,0,0,0,0
25183,616,0,0,1,0,0,0,1,0,1,0,0,0
5113,873,0,0,0,0,0,0,1,0,1,0,0,0
1622,106,0,1,1,1,0,1,1,1,1,0,0,1
245,107,0,0,0,1,0,0,1,0,0,0,0,1
406,107,0,0,1,1,0,1,1,1,0,0,1,1
1873,108,0,0,1,1,0,1,1,0,1,0,1,0
282,108,0,0,0,1,0,1,1,0,1,0,1,0
6783,109,0,0,1,1,0,0,1,0,1,0,1,0
184,109,0,1,0,0,0,0,1,1,0,0,1,0
752,109,0,0,0,0,0,0,1,1,1,0,1,0
945,110,0,0,1,1,0,0,1,0,0,0,0,1
1659,111,0,1,1,1,0,1,1,0,1,0,0,0
11866,112,0,0,1,1,0,0,1,1,1,0,0,0
12281,112,0,1,1,1,0,0,1,1,1,0,0,0
189,113,0,1,0,1,0,1,1,1,0,0,1,1
5426,114,0,0,1,0,0,0,1,1,1,0,1,1
428,114,0,1,0,1,0,0,1,0,1,1,1,1
991,114,0,1,1,0,0,0,1,1,0,0,1,1
203,114,0,1,0,1,0,0,1,0,0,0,0,1
9149,115,0,1,1,1,0,0,1,1,1,0,1,0
295,115,0,0,0,0,0,0,1,1,0,0,0,0
255,115,0,0,0,1,0,1,1,1,1,0,1,1
